Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"12.10.2020 12:55"
Zeitbezug:;MEZ
Messstellen-Name:;Lenggries
Messstellen-Nr.:;16003003
Gewässer:;Isar
Ostwert:;693016;Nordwert:;5284410;"ETRS89 / UTM Zone 32N"
2019-12-16;9,8;12;9,05;Rohdaten
2019-12-17;15,4;20,4;12;Rohdaten
2019-12-18;19,6;20,4;19,1;Rohdaten
2019-12-19;17,5;19,1;16,5;Rohdaten
2019-12-20;17,1;17,2;16,5;Rohdaten
2019-12-21;17,1;18,4;16,5;Rohdaten
2019-12-22;18;18,4;17,2;Rohdaten
2019-12-23;17,4;17,8;16,5;Rohdaten
2019-12-24;18,3;24;16,5;Rohdaten
2019-12-25;24,2;27;21,8;Rohdaten
2019-12-26;23,8;27;21,1;Rohdaten
2019-12-27;22,5;27,8;18,4;Rohdaten
2019-12-28;23,6;27;21,1;Rohdaten
2019-12-29;20,7;21,8;19,7;Rohdaten
2019-12-30;19,3;19,7;19,1;Rohdaten
2019-12-31;18,6;19,1;18,4;Rohdaten
